candidate_id,paper_title,authors,year,doi,source_seed_count,source_seed_notes,source_seed_pdfs,mentions,max_title_keyword_score,max_context_score,confidence,relevance_signals,status,next_action
pending-ref-011,Least Square Projection: A Fast High-Precision Multidimensional Projection Technique and Its Application to Document Mapping,"Fernando V. Paulovich, Luis G. Nonato, Rosane Minghim, and Haim Levkowitz",2008,10.1109/TVCG.2007.70443,4,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,4,2,6,high,title_keywords=2; body_citation_context=6; doi_found,missing_local_pdf,collect_pdf
pending-ref-012,Quality metrics in high-dimensional data visualization: An overview and systematization,"E. Bertini, A. Tatu, and D. Keim",2011,,4,papers/notes/2012-sedlmair-dr-in-the-wild.md; papers/notes/2014-brehmer-task-sequences.md; papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2025-critical-analysis-dr-four-domains.md,papers/raw/2669557.2669559.pdf; papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/sedlmair2012tr.pdf,4,2,4,high,title_keywords=2; body_citation_context=4,missing_local_pdf,collect_pdf
pending-ref-013,A survey of dimension reduction methods for high-dimensional data analysis and visualization,"D. Engel, L. Hüttenberger, and B. Hamann",2012,10.4230/OASIcs.VLUDS.2011.135,4,papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2024-large-scale-text-spatialization.md; papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/Large-Scale_Evaluation_of_Topic_Models_and_Dimensionality_Reduction_Methods_for_2D_Text_Spatialization.pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,4,3,3,high,title_keywords=3; body_citation_context=3; doi_found,missing_local_pdf,collect_pdf
pending-ref-014,Charting a manifold,M. Brand,2002,,4,papers/notes/2009-comparative-review-dr-techniques.md; papers/notes/2012-sedlmair-dr-in-the-wild.md; papers/notes/2015-gisbrecht-nonlinear-dr-visualization.md; papers/notes/2021-quantitative-survey-dr-techniques.md,papers/raw/Dimensionality_Reduction_A_Comparative_Review.pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/WIREs Data Min   Knowl - 2015 - Gisbrecht - Data visualization by nonlinear dimensionality reduction.pdf; papers/raw/sedlmair2012tr.pdf,4,1,0,high,title_keywords=1,missing_local_pdf,collect_pdf
pending-ref-015,Feature Learning for Nonlinear Dimensionality Reduction toward Maximal Extraction of Hidden Patterns,"Takanori Fujiwara, Yun-Hsin Kuo, Anders Ynnerman, and Kwan-Liu Ma",2023,10.1109/PacificVis56936.2023.00021,3,papers/notes/2023-zadu-library.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/ZADU_A_Python_Library_for_Evaluating_the_Reliability_of_Dimensionality_Reduction_Embeddings.pdf; papers/raw/jeon25chi (4).pdf,3,1,21,medium,title_keywords=1; body_citation_context=21; doi_found,missing_local_pdf,collect_pdf
pending-ref-016,Visual interaction with dimensionality reduction: A structured literature analysis,D. Sacha et al,2017,10.1109/TVCG.2016.2598495,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,12,high,title_keywords=1; body_citation_context=12; doi_found,missing_local_pdf,collect_pdf
pending-ref-017,Graph-based measures to assist user assessment of multidimensional projections,"Robson Motta, Rosane Minghim, Alneu de Andrade Lopes, and Maria Cristina F. Oliveira",2015,10.1016/j.neucom.2014.09.063,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,11,high,title_keywords=2; body_citation_context=11; doi_found,missing_local_pdf,collect_pdf
pending-ref-018,A General Framework for Dimensionality-Reducing Data Visualization Mapping,"Kerstin Bunte, Michael Biehl, and Barbara Hammer",2012,10.1162/NECO_a_00250,3,papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2022-revisiting-dr-visual-cluster-analysis.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Revisiting_Dimensionality_Reduction_Techniques_for_Visual_Cluster_Analysis_An_Empirical_Study.pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,10,high,title_keywords=1; body_citation_context=10; doi_found,missing_local_pdf,collect_pdf
pending-ref-019,Local multidimensional scaling,Jarkko Venna and Samuel Kaski,2006,10.1016/j.neunet.2006.05.014,3,papers/notes/2015-gisbrecht-nonlinear-dr-visualization.md; papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/WIREs Data Min   Knowl - 2015 - Gisbrecht - Data visualization by nonlinear dimensionality reduction.pdf; papers/raw/jeon25chi (4).pdf,3,1,10,high,title_keywords=1; body_citation_context=10; doi_found,missing_local_pdf,collect_pdf
pending-ref-020,Shift-invariant similarities circumvent distance concentration in stochastic neighbor embedding and variants,John A. Lee and Michel Verleysen,2011,10.1016/j.procs.2011.04.056,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,9,high,title_keywords=2; body_citation_context=9; doi_found,missing_local_pdf,collect_pdf
pending-ref-021,Axisketcher: Interactive nonlinear axis mapping of visualizations through user drawings,"B. C. Kwon, H. Kim, E. Wall, J. Choo, H. Park, and A. Endert",2017,10.1109/TVCG.2016.2598446,3,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,3,1,9,high,title_keywords=1; body_citation_context=9; doi_found,missing_local_pdf,collect_pdf
pending-ref-022,Human cluster evaluation and formal quality measures: A comparative study,"Joshua Lewis, Margareta Ackerman, and Virginia de Sa",2012,,3,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2022-revisiting-dr-visual-cluster-analysis.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/Revisiting_Dimensionality_Reduction_Techniques_for_Visual_Cluster_Analysis_An_Empirical_Study.pdf; papers/raw/jeon25chi (4).pdf,3,2,8,high,title_keywords=2; body_citation_context=8,missing_local_pdf,collect_pdf
pending-ref-023,Visual quality metrics and human perception: an initial study on 2D projections of large multidimensional data,"Andrada Tatu, Peter Bak, Enrico Bertini, Daniel Keim, and Joern Schneidewind",2010,,3,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,8,high,title_keywords=2; body_citation_context=8,missing_local_pdf,collect_pdf
pending-ref-024,VisCoDeR: A tool for visually comparing dimensionality reduction algorithms,"René Cutura, Stefan Holzer, Michaël Aupetit, and Michael Sedlmair",2018,,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,8,high,title_keywords=1; body_citation_context=8,missing_local_pdf,collect_pdf
pending-ref-025,Data-driven evaluation of visual quality measures,M. Sedlmair and M. Aupetit,2015,,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-critical-analysis-dr-four-domains.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf,3,2,7,high,title_keywords=2; body_citation_context=7,missing_local_pdf,collect_pdf
pending-ref-026,UMAP: Uniform Manifold Approximation and Projection for Dimension Reduction,"Leland McInnes, John Healy, and James Melville",2020,10.48550/arXiv.1802.03426,3,papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,3,6,high,title_keywords=3; body_citation_context=6; doi_found,missing_local_pdf,collect_pdf
pending-ref-027,Perceptionbased visual quality measures,"Georgia Albuquerque, Martin Eisemann, and Marcus Magnor",2011,10.1109/VAST.2011.6102437,3,papers/notes/2015-perception-based-projection-evaluation.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Perception-Based_Evaluation_of_Projection_Methods_for_Multidimensional_Data_Visualization (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,6,high,title_keywords=1; body_citation_context=6; doi_found,missing_local_pdf,collect_pdf
pending-ref-028,Visualizing the quality of dimensionality reduction,"Bassam Mokbel, Wouter Lueks, Andrej Gisbrecht, and Barbara Hammer",2013,10.1016/j.neucom.2012.11.046,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,4,high,title_keywords=2; body_citation_context=4; doi_found,missing_local_pdf,collect_pdf
pending-ref-029,Stability Comparison of Dimensionality Reduction Techniques Attending to Data and Parameter Variations,"Francisco J. García-Fernández, Michel Verleysen, John A. Lee, and Ignacio Díaz",2013,10.2312/PE.VAMP.VAMP2013.005009,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2024-large-scale-text-spatialization.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Large-Scale_Evaluation_of_Topic_Models_and_Dimensionality_Reduction_Methods_for_2D_Text_Spatialization.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,4,high,title_keywords=1; body_citation_context=4; doi_found,missing_local_pdf,collect_pdf
pending-ref-030,Interactive Dimensionality Reduction for Comparative Analysis,"Takanori Fujiwara, Xinhai Wei, Jian Zhao, and Kwan-Liu Ma",2022,10.1109/TVCG.2021.3114807,3,papers/notes/2024-large-scale-text-spatialization.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/Large-Scale_Evaluation_of_Topic_Models_and_Dimensionality_Reduction_Methods_for_2D_Text_Spatialization.pdf; papers/raw/jeon25chi (4).pdf,3,1,3,medium,title_keywords=1; body_citation_context=3; doi_found,missing_local_pdf,collect_pdf
pending-ref-031,Interactive Visual Cluster Analysis by Contrastive Dimensionality Reduction,"Jiazhi Xia, Linquan Huang, Weixing Lin, Xin Zhao, Jing Wu, Yang Chen, Ying Zhao, and Wei Chen",2022,10.1109/TVCG.2022.3209423,3,papers/notes/2024-large-scale-text-spatialization.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/Large-Scale_Evaluation_of_Topic_Models_and_Dimensionality_Reduction_Methods_for_2D_Text_Spatialization.pdf; papers/raw/jeon25chi (4).pdf,3,1,3,medium,title_keywords=1; body_citation_context=3; doi_found,missing_local_pdf,collect_pdf
pending-ref-032,Dimensionality reduction for visualizing single-cell data using UMAP,E. Becht et al,2019,10.1038/nbt.4314,3,papers/notes/2022-revisiting-dr-visual-cluster-analysis.md; papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/Revisiting_Dimensionality_Reduction_Techniques_for_Visual_Cluster_Analysis_An_Empirical_Study.pdf; papers/raw/jeon25chi (4).pdf,3,1,3,high,title_keywords=1; body_citation_context=3; doi_found,missing_local_pdf,collect_pdf
pending-ref-033,A Global Geometric Framework for Nonlinear Dimensionality Reduction,"Joshua B. Tenenbaum, Vin de Silva, and John C. Langford",2000,10.1126/science.290.5500.2319,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,1,3,high,title_keywords=1; body_citation_context=3; doi_found,missing_local_pdf,collect_pdf
pending-ref-034,Probing Projections: Interaction Techniques for Interpreting Arrangements and Errors of Dimensionality Reductions,"Julian Stahnke, Marian Dörk, Boris Müller, and Andreas Thom",2016,10.1109/TVCG.2015.2467717,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,2,high,title_keywords=2; body_citation_context=2; doi_found,missing_local_pdf,collect_pdf
pending-ref-035,Stress Maps: Analysing Local Phenomena in Dimensionality Reduction Based Visualisations,"Christin Seifert, Vedran Sabol, and Wolfgang Kienreich",2010,,3,papers/notes/2019-mdp-visual-analytics-survey.md; papers/notes/2021-quantitative-survey-dr-techniques.md; papers/notes/2025-jeon-reliable-va-survey.md,papers/raw/Multidimensional_Projection_for_Visual_Analytics_Linking_Techniques_with_Distortions_Tasks_and_Layout_Enrichment (1).pdf; papers/raw/Toward_a_Quantitative_Survey_of_Dimension_Reduction_Techniques (1).pdf; papers/raw/jeon25chi (4).pdf,3,2,2,high,title_keywords=2; body_citation_context=2,missing_local_pdf,collect_pdf
pending-ref-036,Formalizing visualization design knowledge as constraints: Actionable and extensible models in draco,D. Moritz et al,2019,10.1109/TVCG.2018.2865240,3,papers/notes/2025-critical-analysis-dr-four-domains.md; papers/notes/2025-jeon-reliable-va-survey.md; papers/notes/2506.08725v2-stop-misusing-tsne-umap.md,papers/raw/2506.08725v2.pdf; papers/raw/A_Critical_Analysis_of_the_Usage_of_Dimensionality_Reduction_in_Four_Domains (12).pdf; papers/raw/jeon25chi (4).pdf,3,1,2,high,title_keywords=1; body_citation_context=2; doi_found,missing_local_pdf,collect_pdf
